"S.No.","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Manufacturer","Model","Type","Price.y","MPG.city","MPG.highway","AirBags","DriveTrain","Cylinders","Horsepower","RPM","Rev.per.mile","Man.trans.avail","Fuel.tank.capacity","Length","Wheelbase","Width","Turn.circle","Rear.seat.room","Luggage.room","Weight","Origin","5","7","8","4","6","2","NA","10","9","0"
549,"BMW X1 sDrive 20d xLine","Coimbatore",2017,31645,"Diesel","Automatic","First",20.68,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",29.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
550,"Honda City ZX GXi","Kochi",2009,69690,"Petrol","Manual","First",17.7,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
551,"Maruti Ciaz RS ZDi Plus SHVS","Delhi",2016,41000,"Diesel","Manual","First",28.09,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
552,"Maruti Swift Dzire VXi","Pune",2010,109200,"Petrol","Manual","Second",17.5,1298,85.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
553,"Mahindra XUV500 W6 2WD","Pune",2012,80000,"Diesel","Manual","First",15.1,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,6.5,NA,NA,NA,NA,NA,NA,NA,NA
554,"Honda Civic 2006-2010 1.8 S MT","Ahmedabad",2007,51000,"Petrol","Manual","First",13.5,1799,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
555,"Maruti Ertiga ZDI","Pune",2013,105000,"Diesel","Manual","Second",25.47,1248,88.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,6.75,NA,NA,NA,NA,NA,NA,NA,NA
556,"Toyota Etios Liva GD","Chennai",2013,179000,"Diesel","Manual","First",23.59,1364,67.04,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
557,"Audi TT 2.0 TFSI","Delhi",2013,12100,"Petrol","Automatic","First",9.9,1984,207.8,"Chevrolet","Corvette","Sporty",38,17,25,"Driver only","Rear","8",300,5000,1450,"Yes",20,179,96,74,43,NA,NA,3380,"USA",NA,NA,NA,NA,NA,29.5,NA,NA,NA,NA
558,"Skoda Rapid 1.5 TDI Style","Hyderabad",2017,31000,"Diesel","Manual","First",21.13,1498,108.4,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
559,"Volkswagen Polo 1.5 TDI Highline","Hyderabad",2015,50000,"Diesel","Manual","First",20.14,1498,88.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
560,"Skoda Laura 1.9 TDI AT Elegance","Jaipur",2009,48000,"Diesel","Automatic","First",17,1896,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
561,"Mahindra Renault Logan 1.5 DLE Diesel","Chennai",2007,35000,"Diesel","Manual","First",19.2,1461,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
562,"Toyota Innova Crysta 2.8 GX AT","Ahmedabad",2016,100200,"Diesel","Automatic","First",11.36,2755,171.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,17,NA,NA,NA,NA,NA,NA,NA,NA
563,"BMW 3 Series 320d Luxury Line","Bangalore",2014,47000,"Diesel","Automatic","First",18.88,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",25.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
564,"Honda Jazz 1.5 S i DTEC","Jaipur",2015,63642,"Diesel","Manual","First",27.3,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
565,"Honda Amaze VX i-DTEC","Kochi",2015,62550,"Diesel","Manual","First",25.8,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA
566,"Jaguar XF 2.2 Litre Luxury","Kochi",2015,37340,"Diesel","Automatic","First",16.36,2179,187.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",29.98,NA,NA,NA,NA,NA,NA,NA,NA,NA
567,"Maruti Swift Dzire VDI","Coimbatore",2016,38461,"Diesel","Manual","First",26.59,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",7.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,"Jeep Compass 2.0 Limited","Jaipur",2018,29000,"Diesel","Manual","First",17.1,1956,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
569,"Toyota Corolla Altis 1.8 Sport","Pune",2010,31000,"Petrol","Manual","First",12.5,1794,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5,NA,NA,NA,NA,NA,NA,NA,NA,NA
570,"Honda City 1.5 V MT","Kolkata",2011,42086,"Petrol","Manual","First",17,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,"Maruti Swift ZXI","Chennai",2013,49000,"Petrol","Manual","First",18.6,1197,85.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
572,"Hyundai Verna 1.6 SX CRDI (O) AT","Coimbatore",2019,77240,"Diesel","Automatic","First",22.32,1582,126.32,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",8.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
573,"Mahindra Bolero ZLX","Jaipur",2012,105000,"Diesel","Manual","Second",15.96,2523,62.1,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,6,NA,NA,NA,NA,NA,NA,NA,NA
574,"Maruti Swift VDI","Chennai",2014,35000,"Diesel","Manual","First",22.9,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,"Hyundai Santro Xing XO","Chennai",2006,83072,"Petrol","Manual","First",17,1086,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,"Audi A6 2011-2015 2.0 TDI Premium Plus","Hyderabad",2012,202082,"Diesel","Automatic","First",17.68,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,"Ford Ikon 1.3 LXi NXt","Chennai",2004,129000,"Petrol","Manual","Third",13.8,1299,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,"Volkswagen Polo 1.5 TDI Highline","Coimbatore",2018,33558,"Diesel","Manual","First",20.14,1498,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",8.12,NA,NA,NA,NA,NA,NA,NA,NA,NA
579,"Mahindra Bolero VLX CRDe","Coimbatore",2012,60271,"Diesel","Manual","First",13.6,2523,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,6.12,NA,NA,NA,NA,NA,NA,NA,NA
580,"Honda City i DTEC VX Option","Coimbatore",2017,45366,"Diesel","Manual","First",25.1,1498,98.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.88,NA,NA,NA,NA,NA,NA,NA,NA,NA
581,"Chevrolet Sail Hatchback 1.2 LS","Kolkata",2014,9500,"Petrol","Manual","First",18.2,1199,82.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
582,"Hyundai i20 1.2 Spotz","Kochi",2016,42362,"Petrol","Manual","First",18.6,1197,81.83,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.15,NA,NA,NA,NA,NA,NA,NA,NA,NA
583,"BMW X1 sDrive 20d Sportline","Chennai",2016,21000,"Diesel","Automatic","First",17.05,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",33,NA,NA,NA,NA,NA,NA,NA,NA,NA
584,"BMW X1 sDrive 20d Exclusive","Mumbai",2012,15200,"Diesel","Automatic","First",15.06,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",13.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,"Toyota Fortuner 4x2 AT","Mumbai",2015,43690,"Diesel","Automatic","First",12.55,2982,168.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,17.11,NA,NA,NA,NA,NA,NA,NA,NA
586,"Audi Q7 4.2 TDI Quattro Technology","Kochi",2014,79926,"Diesel","Automatic","First",11.33,4134,335.2,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,29.77,NA,NA,NA,NA,NA,NA,NA,NA
587,"Maruti Ertiga VDI","Kolkata",2013,53073,"Diesel","Manual","First",20.77,1248,88.76,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,5.95,NA,NA,NA,NA,NA,NA,NA,NA
588,"Hyundai i20 1.2 Magna","Bangalore",2015,59000,"Petrol","Manual","First",18.5,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
589,"Mercedes-Benz S Class 2005 2013 S 350 L","Bangalore",2006,47088,"Petrol","Automatic","Second",10.13,3498,364.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",19,NA,NA,NA,NA,NA,NA,NA,NA,NA
590,"Renault Duster 85PS Diesel RxL","Ahmedabad",2014,55000,"Diesel","Manual","First",20.45,1461,83.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
591,"Mahindra Quanto C2","Hyderabad",2013,80430,"Diesel","Manual","Second",17.21,1493,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,3.3,NA,NA,NA,NA,NA,NA,NA,NA
592,"Toyota Fortuner 4x2 AT","Delhi",2013,71932,"Diesel","Automatic","First",12.55,2982,168.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,16.5,NA,NA,NA,NA,NA,NA,NA,NA
593,"BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater","Mumbai",2014,19000,"Diesel","Automatic","First",15.97,2993,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,44,NA,NA,NA,NA,NA,NA,NA,NA
594,"Maruti Swift Dzire VDi","Hyderabad",2011,81759,"Diesel","Manual","First",19.3,1248,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.39,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,"Maruti Swift LDI Optional","Kochi",2018,52010,"Diesel","Manual","First",25.2,1248,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA
596,"Audi A6 2011-2015 35 TFSI Technology","Kochi",2016,58953,"Petrol","Automatic","First",13.53,1984,177.01,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",24.22,NA,NA,NA,NA,NA,NA,NA,NA,NA
597,"Mitsubishi Pajero 2.8 SFX BSIV Dual Tone","Mumbai",2008,93000,"Diesel","Manual","Third",10.5,2835,107.2,"Audi","100","Midsize",37.7,19,26,"Driver & Passenger","Front","6",172,5500,2535,"Yes",21.1,193,106,70,37,31,17,3405,"non-USA",NA,NA,NA,NA,5.45,NA,NA,NA,NA,NA
598,"Jaguar XF 2.2 Litre Executive","Delhi",2016,10000,"Diesel","Automatic","First",16.36,2179,187.7,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",44,NA,NA,NA,NA,NA,NA,NA,NA,NA
599,"Toyota Innova Crysta 2.8 ZX AT","Coimbatore",2019,40674,"Diesel","Automatic","First",11.36,2755,171.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,24.82,NA,NA,NA,NA,NA,NA,NA,NA
600,"Skoda Octavia Ambition 2.0 TDI AT","Mumbai",2015,50000,"Diesel","Automatic","First",19.3,1968,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",11.69,NA,NA,NA,NA,NA,NA,NA,NA,NA
601,"Toyota Corolla Altis VL AT","Bangalore",2018,1331,"Petrol","Automatic","First",14.28,1798,138.03,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",20,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,"Maruti Omni 8 Seater BSII","Pune",2010,60000,"Petrol","Manual","First",19.7,796,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,1.45,NA,NA,NA,NA,NA,NA,NA
603,"Mercedes-Benz GLC 220d 4MATIC Style","Mumbai",2018,10003,"Diesel","Automatic","First",17.9,2143,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",48.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
604,"Volkswagen Vento 1.5 TDI Highline AT","Mumbai",2016,25000,"Diesel","Automatic","First",21.5,1498,108.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
605,"Mahindra XUV500 W10 2WD","Ahmedabad",2015,73000,"Diesel","Manual","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA
606,"Nissan Terrano XL 85 PS","Hyderabad",2014,59962,"Diesel","Manual","First",20.45,1461,83.8,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",6.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
607,"Hyundai Verna 1.6 SX CRDi (O)","Jaipur",2012,72000,"Diesel","Manual","Second",22.32,1582,126.32,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",5.8,NA,NA,NA,NA,NA,NA,NA,NA,NA
608,"BMW 5 Series 2013-2017 530d M Sport","Coimbatore",2016,20967,"Diesel","Automatic","First",14.69,2993,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",44.56,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,"Mahindra Scorpio S4 Plus","Bangalore",2015,35000,"Diesel","Manual","Second",15.4,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,8.5,NA,NA,NA,NA,NA,NA,NA,NA
610,"Hyundai Verna 1.6 CRDi SX","Coimbatore",2017,38056,"Diesel","Manual","First",23.9,1582,126.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",10.7,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,"Audi Q7 3.0 TDI Quattro Premium Plus","Pune",2009,94000,"Diesel","Automatic","Second",12.07,2967,241.4,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,12,NA,NA,NA,NA,NA,NA,NA,NA
612,"Chevrolet Aveo U-VA 1.2 LT","Coimbatore",2010,64236,"Petrol","Manual","First",14.7,1150,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.44,NA,NA,NA,NA,NA,NA,NA,NA,NA
613,"Mahindra Bolero ZLX BSIII","Kolkata",2000,124000,"Diesel","Manual","First",13.6,2523,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,1.95,NA,NA,NA,NA,NA,NA,NA,NA
614,"Hyundai Xcent 1.2 Kappa S","Mumbai",2014,7400,"Petrol","Manual","First",19.1,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.35,NA,NA,NA,NA,NA,NA,NA,NA,NA
615,"Toyota Innova Crysta 2.4 GX MT 8S","Hyderabad",2017,52000,"Diesel","Manual","First",13.68,2393,147.8,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,17.5,NA,NA,NA,NA,NA,NA,NA
616,"Hyundai EON Era Plus","Hyderabad",2015,68764,"Petrol","Manual","First",21.1,814,55.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
617,"Volkswagen Polo Diesel Comfortline 1.2L","Delhi",2013,64000,"Diesel","Manual","First",22.07,1199,73.9,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
618,"Maruti Vitara Brezza ZDi","Pune",2016,21558,"Diesel","Manual","First",24.3,1248,88.5,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,"BMW 3 Series 320d Prestige","Mumbai",2013,37500,"Diesel","Automatic","First",18.88,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",16.75,NA,NA,NA,NA,NA,NA,NA,NA,NA
620,"Hyundai EON Sportz","Coimbatore",2016,14077,"Petrol","Manual","First",21.1,814,55.2,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.95,NA,NA,NA,NA,NA,NA,NA,NA,NA
621,"Honda City 1.5 S MT","Mumbai",2009,70000,"Petrol","Manual","First",17,1497,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA
622,"Honda Accord 2.4 MT","Kochi",2011,54316,"Petrol","Manual","Second",12.8,2354,177.6,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.29,NA,NA,NA,NA,NA,NA,NA,NA,NA
623,"Mahindra Xylo E8","Hyderabad",2009,90764,"Diesel","Manual","First",14,2498,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,3.85,NA,NA,NA,NA,NA,NA,NA
624,"BMW 3 Series 320d","Chennai",2009,137000,"Diesel","Automatic","Second",13.2,1995,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",9,NA,NA,NA,NA,NA,NA,NA,NA,NA
625,"Honda City V MT","Pune",2013,127000,"Petrol","Manual","Second",16.8,1497,116.3,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,"Mahindra XUV500 W10 2WD","Kochi",2016,51884,"Diesel","Manual","First",16,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,12.46,NA,NA,NA,NA,NA,NA,NA,NA
627,"Hyundai i20 Asta 1.4 CRDi","Delhi",2014,67407,"Diesel","Manual","First",21.27,1396,88.76,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",4.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,"Toyota Fortuner 4x2 Manual","Hyderabad",2014,107825,"Diesel","Manual","First",13,2982,168.5,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,20.5,NA,NA,NA,NA,NA,NA,NA,NA
629,"Mahindra Bolero DI BSII","Chennai",2006,82453,"Diesel","Manual","First",13.6,2523,NA,"Chevrolet","Astro","Van",16.6,15,20,"None","4WD","6",165,4000,1790,"No",27,194,111,78,42,33.5,NA,4025,"USA",NA,NA,2.9,NA,NA,NA,NA,NA,NA,NA
630,"Maruti Esteem Vxi - BSIII","Chennai",2007,30441,"Petrol","Manual","First",15.9,1298,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",1.45,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,"Hyundai Santro LS zipPlus","Chennai",2002,70000,"Petrol","Manual","Third",0,1086,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",0.65,NA,NA,NA,NA,NA,NA,NA,NA,NA
632,"Mini Cooper 5 DOOR D","Mumbai",2016,11000,"Diesel","Automatic","First",20.7,1496,113.98,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",29.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
633,"Audi Q3 35 TDI Quattro Premium","Hyderabad",2015,61000,"Diesel","Automatic","First",15.73,1968,174.33,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",25,NA,NA,NA,NA,NA,NA,NA,NA,NA
634,"Hyundai i20 Sportz Option","Delhi",2013,48454,"Petrol","Manual","Second",17,1197,NA,"Acura","Integra","Small",15.9,25,31,"None","Front","4",140,6300,2890,"Yes",13.2,177,102,68,37,26.5,11,2705,"non-USA",3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
635,"Tata Safari Storme VX Varicor 400","Jaipur",2017,37000,"Diesel","Manual","First",14.1,2179,NA,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,11.25,NA,NA,NA,NA,NA,NA,NA,NA
636,"Honda BR-V i-DTEC VX MT","Kochi",2017,32249,"Diesel","Manual","First",21.9,1498,98.6,"Chevrolet","Lumina_APV","Van",16.3,18,23,"None","Front","6",170,4800,1690,"No",20,178,110,74,44,30.5,NA,3715,"USA",NA,10.79,NA,NA,NA,NA,NA,NA,NA,NA
